46°29′58″N,46.49936477,30°09′44″E,30.16231162,114.1147,119.403°
47°20′54″N,47.34837756,28°48′53″E,28.81461021,37.7697,354.366°
46°06′25″N,46.10690797,26°49′03″E,26.81739512,185.9889,238.041°
47°20′33″N,47.34250592,29°37′47″E,29.62971288,68.6812,57.19°
47°41′22″N,47.68945413,28°39′42″E,28.6617602,77.0423,348.676°
45°24′27″N,45.40741819,29°03′36″E,29.06012121,178.9386,175.085°
47°29′16″N,47.48790349,27°32′26″E,27.54046781,113.1484,298.476°
46°03′46″N,46.06276528,28°18′36″E,28.31009709,113.6021,202.097°
46°42′48″N,46.71338659,29°43′05″E,29.71815286,72.8927,116.643°
46°29′16″N,46.48775562,28°46′39″E,28.77740122,58.5094,186.494°
47°57′58″N,47.96609351,29°22′40″E,29.37787327,113.0961,19.787°
45°59′30″N,45.99157195,27°22′05″E,27.36810244,161.1037,225.843°
46°03′47″N,46.06313096,28°36′33″E,28.60918962,107.1528,190.568°
47°41′15″N,47.68741939,27°13′34″E,27.22607298,144.5697,301.987°
45°23′53″N,45.39797691,28°39′09″E,28.65257945,180.0851,185.257°
46°35′49″N,46.59687342,27°49′07″E,27.81857489,91.9162,240.351°
46°28′44″N,46.47876168,30°33′52″E,30.56448959,142.4713,113.903°
47°20′17″N,47.33796784,29°51′50″E,29.86393282,83.934,63.912°
47°35′47″N,47.59630034,26°38′23″E,26.63958735,179.9629,292.042°
46°31′59″N,46.53311961,28°51′03″E,28.85075931,53.1013,181.078°
47°40′40″N,47.67787565,29°17′34″E,29.2927316,80.9676,23.374°
46°17′54″N,46.29820289,30°30′26″E,30.50709749,148.3716,121.671°
46°26′16″N,46.43775293,30°26′33″E,30.44243039,136.1775,117.312°
45°36′22″N,45.60608566,30°20′13″E,30.33698332,192.8927,143.537°
46°57′39″N,46.96094271,31°02′47″E,31.04650232,165.7011,91.106°
47°01′38″N,47.02731085,30°40′51″E,30.68092438,137.8002,88.556°
47°02′47″N,47.04642455,30°41′38″E,30.69386659,138.8016,87.679°
46°23′29″N,46.39136959,29°53′57″E,29.8990603,104.7719,130.71°
45°52′08″N,45.8689823,30°37′08″E,30.61876618,184.9591,132.707°
46°33′29″N,46.55811293,27°24′50″E,27.41397447,121.3415,246.034°
46°46′14″N,46.77054827,26°46′35″E,26.77645814,160.8858,261.216°
48°31′28″N,48.52447195,28°27′32″E,28.45877114,171.0988,349.956°
47°08′54″N,47.14843785,30°37′14″E,30.62067185,133.9497,82.778°
47°01′45″N,47.02913959,28°39′16″E,28.65442849,16.0125,277.535°
47°09′46″N,47.16284227,26°21′09″E,26.35240397,190.9418,276.011°
46°22′14″N,46.37055224,29°55′22″E,29.92270248,107.6659,130.994°
46°38′34″N,46.64286209,31°07′59″E,31.13322861,177.4735,102.489°
46°17′02″N,46.28389651,28°53′16″E,28.8878193,80.833,178.692°
46°38′32″N,46.64219738,27°12′26″E,27.20713052,132.5607,252.607°
47°01′59″N,47.03314115,30°38′34″E,30.64274267,134.9086,88.278°
47°53′59″N,47.89990916,27°59′48″E,27.99660675,118.4929,326.924°
48°06′58″N,48.11613439,29°54′19″E,29.90514678,145.7105,32.053°
48°32′59″N,48.54968861,29°30′28″E,29.50778375,177.8388,15.465°
47°37′24″N,47.623339,27°56′54″E,27.94826084,97.02,314.973°
47°07′31″N,47.12524837,26°24′17″E,26.40479615,186.7236,274.82°
45°45′19″N,45.7552313,28°06′20″E,28.10566629,151.2455,202.894°
45°35′20″N,45.5888901,28°19′19″E,28.32197068,163.5044,194.949°
48°40′43″N,48.67874796,29°10′23″E,29.17307859,186.9885,6.978°
46°33′25″N,46.55694738,27°57′30″E,27.95823874,85.4469,234.151°
46°28′54″N,46.48156392,29°44′18″E,29.73844367,88.9047,131.108°
48°10′03″N,48.16745368,28°58′07″E,28.96869653,128.9292,3.46°
48°00′02″N,48.00056992,30°54′30″E,30.90842711,189.008,53.614°
46°38′29″N,46.64152038,30°43′20″E,30.72219227,147.2568,105.501°
47°55′11″N,47.91985865,28°46′56″E,28.78223574,101.3356,356.56°
48°39′59″N,48.66679018,29°18′05″E,29.30132687,187.1006,9.892°
47°05′20″N,47.08885701,31°10′01″E,31.16683047,174.7472,86.297°
45°50′22″N,45.83938086,27°04′42″E,27.07841418,188.9438,227.071°
46°21′02″N,46.35068254,30°33′53″E,30.56463016,149.0918,118.864°
46°05′40″N,46.09436858,27°02′44″E,27.04566685,172.3935,234.433°
47°17′03″N,47.28408259,28°48′13″E,28.80348568,30.775,351.495°
47°43′08″N,47.71895778,27°02′23″E,27.03965589,158.4111,300.5°
46°22′46″N,46.37947111,29°45′18″E,29.75491762,97.7069,135.588°
48°13′08″N,48.21893015,27°47′35″E,27.79307652,156.561,329.545°
48°10′05″N,48.16818301,28°14′32″E,28.24234507,136.948,340.327°
47°49′44″N,47.82885545,27°52′35″E,27.87633453,117.5092,321.134°
45°38′14″N,45.63716135,30°14′31″E,30.24187437,185.8308,144.778°
47°42′26″N,47.7071062,29°27′57″E,29.46585573,89.7866,30.124°
45°40′36″N,45.67657584,29°14′18″E,29.23840968,151.1241,168.892°
48°45′24″N,48.75665199,28°30′49″E,28.51356943,195.9718,352.469°
48°28′58″N,48.48268213,29°00′29″E,29.00799823,164.1052,3.715°
46°05′15″N,46.08739782,29°17′28″E,29.29098285,107.742,162.19°
47°11′20″N,47.18897264,30°53′46″E,30.89612514,155.1469,81.904°
46°10′56″N,46.1821146,27°28′56″E,27.482311,140.1265,229.396°
47°01′35″N,47.02642597,26°51′22″E,26.85604228,152.2552,271.403°
46°51′53″N,46.86478559,29°13′30″E,29.22503669,31.8604,120.434°
45°49′33″N,45.82592177,30°17′22″E,30.2895691,171.196,139.796°
46°08′13″N,46.13697985,26°52′06″E,26.86834633,180.8692,238.24°
48°07′33″N,48.1258177,28°39′53″E,28.66466386,124.9547,353.204°
45°49′55″N,45.83199865,29°11′16″E,29.1876687,133.4061,169.155°
48°31′46″N,48.52936469,29°59′08″E,29.98553023,188.6039,25.984°
47°32′19″N,47.53863223,28°26′56″E,28.4487706,66.5751,332.088°
45°50′19″N,45.83862522,28°12′54″E,28.21500639,139.5063,201.125°
45°28′03″N,45.46756856,29°17′13″E,29.2868456,174.6671,169.109°
47°33′50″N,47.56383741,28°54′37″E,28.91029279,61.6507,3.244°
48°40′10″N,48.66944763,28°20′10″E,28.33597784,188.6832,348.141°
46°59′49″N,46.99692749,27°00′57″E,27.0159662,140.1655,270.061°
47°35′27″N,47.59080311,30°59′10″E,30.98623299,172.607,67.263°
46°13′14″N,46.22059566,28°57′29″E,28.95804149,88.1474,175.281°
47°14′43″N,47.24540085,27°49′17″E,27.8213371,83.1033,288.709°
45°53′45″N,45.89589402,30°35′12″E,30.58670048,181.0946,132.571°
48°01′44″N,48.02895323,30°20′52″E,30.3477838,158.9236,43.992°
46°46′05″N,46.76810797,31°14′54″E,31.24837449,183.2442,97.587°
47°12′14″N,47.20394227,28°15′35″E,28.25958407,50.5519,295.417°
46°51′36″N,46.85999376,27°20′13″E,27.33702183,117.1561,262.346°
46°12′27″N,46.20743194,27°39′47″E,27.66307265,128.0408,226.207°
47°35′05″N,47.58462374,28°00′12″E,28.00325228,91.0611,314.848°
47°43′18″N,47.72165124,29°27′49″E,29.46358306,91.0982,29.515°
46°43′14″N,46.72061302,27°29′56″E,27.49902753,108.6772,253.243°
46°08′49″N,46.14684017,27°05′31″E,27.09183164,166.0638,235.307°
47°19′23″N,47.32308721,30°24′12″E,30.40324009,121.4904,72.805°
46°00′35″N,46.00960597,28°26′25″E,28.4402488,115.9457,196.393°
48°20′40″N,48.34455161,29°15′55″E,29.26519954,151.4003,11.304°
46°43′51″N,46.73094281,27°49′44″E,27.82887379,84.6135,248.822°
48°09′10″N,48.15281306,27°09′25″E,27.15699499,180.3875,315.404°
47°26′43″N,47.44539289,30°51′30″E,30.85819678,158.2118,71.466°
46°22′59″N,46.38298505,30°15′19″E,30.25530833,127.0358,122.816°
46°42′48″N,46.71331093,28°02′14″E,28.03720052,71.0231,242.57°
47°20′56″N,47.34880747,30°30′59″E,30.5164926,130.4858,72.632°
48°12′23″N,48.20638138,29°01′25″E,29.02360254,133.5572,5.088°
48°08′07″N,48.13528419,28°33′39″E,28.56084932,127.1592,349.813°
48°29′02″N,48.48391466,28°39′58″E,28.66603591,164.5536,354.916°
47°38′44″N,47.64560492,31°01′57″E,31.03263149,178.1065,65.838°
47°57′20″N,47.95545981,27°10′12″E,27.17012052,165.0872,310.165°
45°53′28″N,45.89101266,27°29′28″E,27.49101652,162.9982,220.694°
47°55′04″N,47.91777499,30°30′56″E,30.51551084,160.0245,50.298°
47°51′57″N,47.86589408,27°37′52″E,27.63097575,132.8699,316.184°
45°22′01″N,45.367002,27°55′16″E,27.92099666,196.6792,202.002°
46°54′31″N,46.90855802,26°27′53″E,26.46470743,182.4697,267.316°
47°30′02″N,47.50067528,27°24′28″E,27.40786129,122.6919,296.918°
47°33′29″N,47.55795849,28°45′24″E,28.75676359,61.4303,352.484°
46°57′07″N,46.95207888,29°06′58″E,29.11618043,20.2212,108.636°
48°00′25″N,48.00689943,28°35′31″E,28.59188083,112.6981,349.656°
46°33′37″N,46.56039273,27°08′37″E,27.14353438,140.2503,249.718°
46°46′16″N,46.77112866,27°12′21″E,27.20590309,128.7973,258.679°
46°44′31″N,46.74202088,31°19′58″E,31.33291608,190.0813,98.134°
47°03′09″N,47.05263843,28°37′22″E,28.62280478,18.8638,284.491°
46°56′31″N,46.941925,27°17′30″E,27.29179159,119.5416,266.919°
48°37′23″N,48.62319145,28°27′04″E,28.45121191,182.0059,350.405°
47°28′39″N,47.47759142,30°07′05″E,30.11807569,108.0227,60.791°
48°02′04″N,48.03437225,27°39′53″E,27.66481563,145.1878,322.105°
45°25′18″N,45.42155002,28°14′21″E,28.23927051,183.1458,195.441°
46°20′19″N,46.33849566,31°15′04″E,31.25111011,196.9152,111.433°
46°31′34″N,46.52609742,29°33′42″E,29.56166683,75.689,135.124°
46°59′08″N,46.98545652,27°20′39″E,27.34415658,115.3112,269.174°
46°24′52″N,46.41431659,28°32′33″E,28.54252584,70.6882,200.398°
48°29′32″N,48.49232745,28°15′22″E,28.25616423,170.9712,344.811°
47°47′18″N,47.78827756,30°55′32″E,30.92555019,177.6958,60.111°
45°40′02″N,45.66728932,29°38′15″E,29.63741314,160.7703,158.035°
46°41′54″N,46.69831228,26°39′50″E,26.66399507,170.8814,259.082°
46°19′24″N,46.32325353,29°49′09″E,29.81917366,105.6379,135.999°
47°31′02″N,47.51731238,30°20′12″E,30.33670416,124.6492,62.571°
47°24′29″N,47.40810071,28°08′42″E,28.14512764,70.0349,309.426°
46°04′36″N,46.07676183,30°22′23″E,30.37306235,155.2882,131.42°
45°54′14″N,45.90391079,27°19′27″E,27.32406167,170.4846,224.349°
47°50′42″N,47.84495939,27°51′29″E,27.85797456,119.7631,321.175°
45°50′55″N,45.8486896,28°08′26″E,28.14050633,140.6118,203.488°
48°17′01″N,48.28358915,30°44′51″E,30.74761266,199.9332,44.216°
48°22′21″N,48.3725621,29°49′06″E,29.81842574,167.5109,24.904°
47°39′48″N,47.6634522,27°06′10″E,27.10265895,151.3142,299.33°
48°24′13″N,48.40373104,28°35′12″E,28.58654207,156.3522,352.475°
45°34′18″N,45.57175711,28°35′04″E,28.58444921,161.4545,187.743°
46°27′34″N,46.45935537,26°54′25″E,26.90702168,161.2664,248.376°
47°59′50″N,47.9973279,29°50′57″E,29.84907916,132.3955,33.635°
47°04′36″N,47.07677505,28°28′02″E,28.4672387,30.9498,283.934°
45°31′17″N,45.52136395,28°36′29″E,28.60800926,166.7894,186.865°
45°26′24″N,45.43991272,28°36′45″E,28.61258725,175.7515,186.406°
46°23′44″N,46.3955628,28°21′54″E,28.36502428,78.2616,209.269°
47°16′59″N,47.28315053,27°57′28″E,27.95766286,74.9579,294.2°
47°48′13″N,47.80367767,29°31′17″E,29.52144563,101.1661,29.055°
47°10′19″N,47.17188935,31°24′22″E,31.40610192,193.346,83.741°
46°22′44″N,46.37895144,27°38′24″E,27.64005192,116.8284,233.49°
45°53′03″N,45.88425871,30°43′32″E,30.72564749,189.8584,130.602°
45°39′24″N,45.65661034,27°11′20″E,27.18883781,198.0348,221.114°
47°49′52″N,47.83114875,27°25′48″E,27.42992609,141.3357,310.755°
47°27′59″N,47.46630763,30°14′11″E,30.23631345,115.3822,63.43°
46°41′17″N,46.6880677,29°28′27″E,29.47421055,58.6666,127.454°
46°00′31″N,46.00850189,27°57′46″E,27.96275628,131.0597,212.082°
48°05′11″N,48.08645232,26°56′52″E,26.94768652,187.1162,310.463°
45°59′54″N,45.99822193,29°33′54″E,29.56511829,124.7319,154.25°
45°49′01″N,45.81707044,30°05′29″E,30.0913821,162.7227,144.21°
48°01′13″N,48.02021287,29°21′18″E,29.35510788,118.2198,18.01°
46°49′24″N,46.82334796,28°37′30″E,28.62504408,27.6072,221.164°
46°28′48″N,46.47994429,27°55′35″E,27.92634613,92.6648,230.791°
47°39′37″N,47.66018265,30°47′00″E,30.78337845,161.7313,62.757°
46°23′03″N,46.3842094,29°35′48″E,29.59678589,89.3202,140.977°
46°35′23″N,46.58982011,29°06′49″E,29.11360134,50.5034,157.786°
47°13′47″N,47.22959085,29°55′41″E,29.9279547,84.1469,72.773°
46°23′19″N,46.38859089,29°17′22″E,29.28932729,76.4047,154.705°
46°40′42″N,46.67834581,27°06′12″E,27.10342734,138.9217,255.223°
45°24′42″N,45.41152893,29°12′15″E,29.20403667,179.7595,171.5°
48°40′38″N,48.67722035,28°46′04″E,28.76774563,185.527,357.82°
46°26′51″N,46.44754406,27°00′23″E,27.00636208,154.8301,246.827°
46°34′28″N,46.57451499,28°23′46″E,28.3961592,60.16,216.466°
46°17′51″N,46.29759759,30°26′32″E,30.44215478,144.2416,122.769°
47°40′29″N,47.67460172,28°49′42″E,28.82841094,73.919,357.945°
48°16′19″N,48.27192823,29°14′25″E,29.24038939,143.1187,11.234°
48°03′22″N,48.05619011,30°06′22″E,30.10619402,149.1039,38.277°
48°26′41″N,48.44472116,28°25′26″E,28.4239714,162.8862,348.507°
47°48′28″N,47.80772146,29°03′13″E,29.0536905,89.8216,9.086°
47°21′27″N,47.35736117,27°36′15″E,27.6041757,102.7408,292.52°
46°11′53″N,46.19809068,29°44′11″E,29.73638029,112.2936,143.257°
46°50′39″N,46.84413071,29°32′12″E,29.53677293,54.362,109.649°
47°50′22″N,47.83941138,29°17′29″E,29.29151697,97.6576,19.085°
46°02′12″N,46.03665433,30°32′34″E,30.54266878,168.0387,129.52°
47°08′40″N,47.14447058,26°23′21″E,26.38912857,188.0313,275.452°
47°24′39″N,47.41090073,28°06′41″E,28.11133352,72.2232,308.351°
45°17′27″N,45.29079762,28°39′27″E,28.65741773,191.9307,184.828°
46°14′59″N,46.24964105,30°47′00″E,30.7832195,169.2668,119.294°
48°00′56″N,48.01546892,29°24′58″E,29.41623866,119.2386,20.165°
48°07′44″N,48.12884658,28°23′46″E,28.39618651,129.2491,344.418°
48°25′45″N,48.42927625,30°23′13″E,30.3868886,194.6525,35.275°
46°57′50″N,46.96393364,28°34′57″E,28.58261626,21.9538,256.471°
45°58′50″N,45.98069327,27°11′54″E,27.19835309,171.4007,228.677°
46°07′53″N,46.13135186,29°22′48″E,29.38009497,105.4469,157.827°
47°38′26″N,47.64057835,28°25′19″E,28.4218965,77.6022,334.737°
45°32′35″N,45.54315865,29°29′34″E,29.49286405,170.2142,163.267°
46°27′00″N,46.45002269,29°34′56″E,29.58231889,82.9825,138.43°
46°21′23″N,46.3563251,30°32′38″E,30.54378529,147.3928,118.965°
48°08′37″N,48.1436798,26°50′54″E,26.84834771,196.8551,310.551°
46°58′59″N,46.98318756,27°57′41″E,27.96145173,68.5203,267.793°
47°42′33″N,47.70919171,28°31′46″E,28.52946332,81.6986,342.164°
45°16′54″N,45.28180378,29°11′55″E,29.19856673,193.9935,172.237°
48°02′52″N,48.04786223,26°41′23″E,26.6896272,199.9276,306.046°
47°35′39″N,47.59410716,30°03′06″E,30.05170115,110.6418,53.64°
47°37′09″N,47.61930422,28°40′41″E,28.67808983,69.1532,348.384°
46°31′02″N,46.5173262,27°52′22″E,27.87284545,93.3207,234.365°
47°52′18″N,47.87162291,27°00′40″E,27.0109723,169.1161,305.177°
47°04′46″N,47.07954361,30°25′38″E,30.42724031,118.7428,85.718°
47°14′21″N,47.23920657,26°36′53″E,26.61473983,172.0917,279.325°
47°53′14″N,47.8872727,26°56′56″E,26.94894477,173.9334,304.805°
47°10′30″N,47.17491031,28°00′08″E,28.00223726,67.7575,285.977°
46°32′31″N,46.54193791,28°16′13″E,28.27036721,68.9853,221.157°
48°23′52″N,48.39765591,27°36′55″E,27.61529879,180.3818,329.258°
47°34′13″N,47.57038368,29°05′54″E,29.09840835,64.745,15.778°
46°50′44″N,46.84558095,28°55′57″E,28.93241256,19.0641,164.112°
48°03′56″N,48.06566991,28°16′22″E,28.27278463,125.477,339.505°
47°53′05″N,47.88467371,26°32′54″E,26.54846846,199.4503,300.025°
46°58′54″N,46.98169162,27°09′20″E,27.15563207,129.6223,269.211°
47°13′42″N,47.2284341,31°25′28″E,31.42444933,195.3071,81.932°
45°45′43″N,45.76180758,28°44′45″E,28.74590756,139.1764,183.769°
47°03′24″N,47.05672936,26°20′51″E,26.34742023,190.8248,272.466°
45°43′39″N,45.7276155,29°59′52″E,29.99779561,167.1283,148.207°
46°49′31″N,46.82535158,28°36′35″E,28.60976583,28.2201,223.244°
48°08′04″N,48.13443956,29°36′22″E,29.6060647,136.8615,23.741°
48°26′12″N,48.43674063,29°48′08″E,29.8021725,173.4797,23.527°
48°31′30″N,48.52505906,28°55′42″E,28.92844142,168.5333,1.619°
47°11′32″N,47.19213504,26°24′21″E,26.4058718,187.182,277.097°
45°38′49″N,45.64685488,27°18′57″E,27.31583293,192.7042,218.655°
46°53′42″N,46.89490057,26°27′50″E,26.46402646,182.645,266.843°
46°35′12″N,46.58654364,28°05′53″E,28.09793859,74.9909,231.323°
46°21′04″N,46.35100887,29°40′45″E,29.67927577,96.1863,139.392°
47°48′58″N,47.81597856,28°24′15″E,28.40424678,96.0404,339.059°
46°07′35″N,46.12648175,27°25′02″E,27.41712129,147.9971,228.897°
45°39′14″N,45.65378832,29°31′19″E,29.52197069,159.1359,161.242°
46°57′41″N,46.96138224,27°12′23″E,27.2063507,125.8777,268.121°
46°35′41″N,46.59471905,26°45′42″E,26.7617684,166.5812,254.652°
48°04′13″N,48.07033548,26°55′35″E,26.92632541,187.2352,309.731°
46°12′11″N,46.20292518,30°25′22″E,30.42286939,149.1921,126.446°
47°41′03″N,47.68416463,30°49′22″E,30.82290415,165.5615,62.372°
48°02′27″N,48.04095265,29°13′53″E,29.23146593,117.8976,13.41°
47°34′10″N,47.56952375,29°57′45″E,29.96258736,103.6247,52.722°
46°07′51″N,46.13070717,26°47′32″E,26.79231373,186.1718,239.049°
47°11′54″N,47.19844375,28°51′11″E,28.85297038,20.9256,357.756°
47°04′58″N,47.08268282,26°58′17″E,26.97144626,143.6436,273.898°
46°45′19″N,46.75523348,29°46′40″E,29.77785312,75.0618,111.887°
47°28′12″N,47.4699356,27°52′06″E,27.86834952,90.898,304.575°
47°56′07″N,47.93540572,30°14′56″E,30.24885929,146.3762,44.838°
47°57′09″N,47.95247462,29°38′20″E,29.63893645,119.8871,28.793°
47°58′30″N,47.97494401,28°45′57″E,28.76589593,107.5288,356.112°
46°13′35″N,46.22634483,28°12′10″E,28.20271177,100.7809,210.316°
47°04′52″N,47.08111501,26°20′56″E,26.34896416,190.7567,273.281°
47°48′51″N,47.81422724,29°44′27″E,29.74070221,111.1237,36.116°
45°28′22″N,45.47282837,27°35′38″E,27.59399192,196.9479,210.194°
48°19′44″N,48.32899967,28°17′58″E,28.29933841,152.6284,344.127°
46°56′22″N,46.9395117,30°22′33″E,30.37581224,115.0175,93.381°
47°07′45″N,47.12929566,29°10′31″E,29.1751697,27.0389,60.62°
46°16′06″N,46.26843992,26°56′57″E,26.94908225,167.8979,241.257°
47°03′32″N,47.05879405,29°07′28″E,29.12443608,20.4758,74.681°
48°35′07″N,48.58521373,30°08′04″E,30.13452411,199.2247,27.991°
45°38′08″N,45.63565955,30°12′41″E,30.21143451,184.6484,145.415°
46°01′08″N,46.01884161,27°28′52″E,27.48108738,152.8548,224.322°
47°24′06″N,47.40160748,27°23′38″E,27.39393871,119.2828,291.929°
46°04′20″N,46.07232214,31°03′28″E,31.0578871,197.6346,121.066°
45°21′36″N,45.36010459,28°29′17″E,28.48798112,185.8289,189.096°
48°46′15″N,48.77096243,29°20′04″E,29.33435489,198.9338,9.987°
47°36′16″N,47.60432179,26°25′58″E,26.43285741,194.8648,290.704°
47°28′09″N,47.4692293,28°53′28″E,28.89107041,51.0695,2.3°
48°30′20″N,48.50549521,28°54′22″E,28.90605822,166.318,1.073°
46°49′31″N,46.82536358,29°25′36″E,29.42667409,47.4596,115.502°
48°46′47″N,48.77971249,28°51′31″E,28.85852985,196.7886,359.887°
47°49′18″N,47.82159623,28°41′45″E,28.69576797,91.1026,352.082°
45°39′32″N,45.65875325,27°27′59″E,27.46661019,184.6996,216.022°
47°16′41″N,47.27808641,26°48′36″E,26.80999824,158.194,281.598°
47°16′31″N,47.27537271,29°05′18″E,29.08837269,34.0127,29.884°
46°50′52″N,46.8477469,26°28′11″E,26.46970062,182.7398,265.192°
46°56′14″N,46.93729856,30°00′13″E,30.00356016,86.8804,94.957°
46°18′43″N,46.31197789,27°53′52″E,27.89780028,107.1118,223.859°
45°15′27″N,45.25744475,29°13′57″E,29.23250263,197.0399,171.574°
45°29′58″N,45.49954554,29°58′14″E,29.97053005,188.3728,152.738°
45°58′44″N,45.97900755,27°49′14″E,27.82061775,139.7898,215.227°
48°11′17″N,48.18815558,29°30′23″E,29.50630538,139.5724,19.96°
47°48′59″N,47.81637736,30°38′13″E,30.63702001,160.767,55.463°
46°50′02″N,46.83381973,28°24′03″E,28.40096655,40.277,240.975°
46°15′48″N,46.26344399,27°26′31″E,27.44188281,136.7288,233.098°
47°38′17″N,47.63800747,30°28′56″E,30.48231288,140.575,59.637°
46°34′03″N,46.5675116,27°46′32″E,27.77565372,96.4064,239.665°
48°06′49″N,48.11373604,28°50′58″E,28.84950106,122.7188,359.504°
46°33′41″N,46.56149964,26°39′34″E,26.65954558,175.1379,254.24°
48°08′49″N,48.14683482,30°55′31″E,30.92534217,199.7403,49.988°
46°02′15″N,46.03762062,28°36′20″E,28.60553376,109.9948,190.446°
46°29′52″N,46.49766779,31°19′26″E,31.32396891,195.9494,106.023°
46°53′48″N,46.89661447,31°26′05″E,31.43469508,195.5883,92.771°
46°42′27″N,46.70759415,27°04′57″E,27.08236503,139.611,256.689°
46°56′46″N,46.94603049,30°33′23″E,30.55648408,128.6492,92.574°
45°16′23″N,45.27315653,29°16′22″E,29.27275771,195.7854,170.589°
46°11′51″N,46.19760922,31°04′55″E,31.08195147,192.0964,117.266°
48°09′13″N,48.15351191,28°25′45″E,28.42921205,131.2521,345.776°
47°39′10″N,47.65278804,31°20′04″E,31.33442274,199.4665,68.108°
48°16′39″N,48.27747167,30°42′59″E,30.71679056,197.8302,43.895°
46°11′31″N,46.19186068,27°52′21″E,27.87248382,118.4426,220.123°
46°27′28″N,46.45777725,28°38′12″E,28.63670403,63.8635,195.812°
45°51′07″N,45.8520102,28°00′35″E,28.00960231,144.5322,207.251°
48°15′24″N,48.25662776,30°35′09″E,30.58576947,189.383,42.325°
46°40′27″N,46.67403752,28°16′41″E,28.27799919,58.1931,230.198°
46°48′15″N,46.80415468,30°56′06″E,30.93491794,159.0377,97.538°
47°40′17″N,47.67144241,30°29′16″E,30.48791136,142.7864,58.416°
45°29′48″N,45.49676857,27°34′40″E,27.57766653,195.2624,210.902°
48°06′08″N,48.10214707,29°30′23″E,29.50644418,130.6545,21.43°
46°20′48″N,46.34666649,26°53′46″E,26.89610997,167.3201,244.535°
48°18′52″N,48.3144064,30°37′57″E,30.63240373,196.4261,41.76°
46°17′30″N,46.29161117,27°20′21″E,27.33926749,141.2098,236.071°
47°10′20″N,47.17220332,28°34′03″E,28.56751894,28.7592,308.832°
47°17′17″N,47.28813692,28°36′55″E,28.6153702,36.1539,328.772°
45°47′32″N,45.79215257,29°30′04″E,29.50097255,144.0493,159.937°
48°21′02″N,48.35048228,30°27′42″E,30.46162896,191.123,38.169°
46°51′44″N,46.86234503,28°35′50″E,28.59714375,26.1062,230.972°
47°35′16″N,47.58767003,27°13′34″E,27.22618851,139.2105,298.063°
45°16′57″N,45.28240075,28°51′56″E,28.86563553,192.2049,179.957°
47°12′20″N,47.20560665,27°12′15″E,27.20424024,127.4926,280.41°
45°23′29″N,45.39126837,28°48′57″E,28.81569913,180.134,181.196°
45°53′39″N,45.89429746,28°00′51″E,28.01421362,140.1791,207.982°
47°02′45″N,47.04596993,27°51′56″E,27.86562148,75.7813,273.353°
45°59′45″N,45.99579074,28°34′09″E,28.56927123,115.0876,191.406°
48°17′23″N,48.28976475,28°47′44″E,28.79547555,142.3852,357.964°
47°47′32″N,47.79219329,28°57′32″E,28.95876332,87.2434,4.665°
46°29′04″N,46.48451872,26°29′02″E,26.48400669,190.5651,252.993°
46°10′33″N,46.17576512,30°23′07″E,30.38519164,148.7924,128.049°
46°09′38″N,46.16061732,29°52′01″E,29.86682592,121.7087,140.588°
